,Time
1871,1.995
1872,1.946
1873,3.987
1874,5.038
1875,1.994
1876,1.995
1877,0.997
1878,1.995
1879,1.995
1880,2.989
1881,4.989
1882,1.995
1883,1.985
1884,1.933
1885,0.993
1886,4.065
1887,2.991
1888,1.996
1889,1.995
1890,0.997
1891,1.919
1892,2.07
1893,1.998
1894,1.989
1895,1.997
1896,1.979
1897,1.963
1898,1.045
1899,1.994
1900,1.995
1901,1.989
1902,1.949
1903,2.046
1904,1.994
1905,1.995
1906,0.998
1907,1.995
1908,1.919
1909,2.07
1910,1.998
1911,1.989
1912,1.996
1913,0.998
1914,1.92
1915,1.995
1916,2.069
1917,1.994
1918,1.943
1919,1.05
1920,1.995
1921,2.917
1922,2.991
1923,4.065
1924,2.941
1925,1.97
1926,2.07
1927,3.998
1928,2.98
1929,2.92
1930,2.07
1931,1.919
1932,1.073
1933,2.932
1934,4.002
1935,4.028
1936,2.003
1937,2.917
1938,2.07
1939,1.919
1940,4.07
1941,4.982
1942,1.919
1943,3.013
1944,1.051
1945,3.914
1946,2.993
1947,1.995
1948,2.073
1949,2.937
1950,2.046
1951,1.995
1952,3.989
1953,2.993
1954,1.994
1955,1.994
1956,1.92
1957,2.07
1958,3.913
1959,2.993
1960,3.038
1961,2.021
1962,1.998
1963,1.994
1964,1.998
1965,2.991
1966,3.988
1967,1.995
1968,1.993
1969,1.995
1970,0.997
1971,1.995
1972,3.914
1973,2.07
1974,1.998
1975,1.988
1976,1.998
1977,1.98
1978,1.012
1979,1.995
1980,1.994
1981,1.996
1982,1.993
1983,0.998
1984,2.992
1985,1.946
1986,1.98
1987,3.056
1988,1.994
1989,1.943
1990,1.97
1991,2.068
1992,2.995
1993,1.073
1994,1.995
1995,2.916
1996,2.056
1997,1.011
1998,1.995
1999,1.994
2000,1.995
2001,1.92
2002,0.997
2003,1.073
2004,1.995
2005,1.994
2006,1.998
2007,1.916
2008,0.997
2009,2.02
2010,2.046
2011,2.929
2012,8.045
2013,2.944
2014,1.046
2015,1.915
2016,2.074
2017,1.915
2018,2.075
2019,1.915
2020,2.071
2021,1.917
2022,0.997
2023,2.996
2024,1.993
2025,2.072
2026,1.991
2027,5.91
2028,1.993
2029,2.069
2030,1.948
2031,1.967
2032,1.073
2033,1.92
2034,5.062
2035,1.995
2036,2.941
2037,1.972
2038,1.995
2039,5.063
2040,3.991
2041,1.993
2042,1.945
2043,1.965
2044,1.073
2045,1.939
2046,58.903
2047,2.991
2048,2.913
2049,2.071
2050,1.998
2051,1.994
2052,1.998
2053,1.989
2054,1.996
2055,1.995
2056,1.916
2057,0.998
2058,4.986
2059,3.072
2060,1.995
2061,2.991
2062,1.998
2063,3.963
2064,4.022
2065,1.982
2066,1.997
2067,2.941
2068,1.967
2069,0.997
2070,2.994
2071,2.073
2072,1.995
2073,2.073
2074,1.995
2075,1.998
2076,1.912
2077,2.074
2078,3.972
2079,3.01
2080,3.972
2081,2.011
2082,1.917
2083,3.031
2084,2.979
2085,5.959
2086,2.072
2087,1.994
2088,1.923
2089,1.069
2090,3.911
2091,3.07
2092,1.998
2093,1.988
2094,1.943
2095,2.046
2096,4.912
2097,4.068
2098,2.989
2099,1.918
2100,1.995
2101,3.075
2102,2.989
2103,3.988
2104,3.991
2105,2.991
2106,1.995
2107,3.91
2108,3.072
2109,2.989
2110,1.997
2111,1.915
2112,1.076
2113,1.995
2114,3.99
2115,2.992
2116,1.994
2117,2.914
2118,1.076
2119,1.994
2120,1.991
2121,1.993
2122,3.072
2123,0.994
2124,1.995
2125,1.994
2126,1.994
2127,1.995
2128,2.993
2129,1.994
2130,1.919
2131,1.074
2132,1.993
2133,1.995
2134,1.92
2135,3.046
2136,2.937
2137,1.996
2138,2.069
2139,5.933
2140,3.966
