,Time
1102,1.99
1103,0.998
1104,1.999
1105,0.993
1106,0.997
1107,3.989
1108,2.993
1109,2.991
1110,9.974
1111,3.0
1112,2.031
1113,1.95
1114,0.998
1115,0.997
1116,2.042
1117,0.95
1118,0.997
1119,3.01
1120,1.977
1121,1.995
1122,0.997
1123,0.997
1124,2.0
1125,0.992
1126,0.998
1127,1.999
1128,0.993
1129,1.999
1130,0.993
1131,1.994
1132,0.998
1133,1.994
1134,1.002
1135,0.993
1136,1.999
1137,0.993
1138,0.997
1139,1.995
1140,1.002
1141,1.994
1142,1.991
1143,0.997
1144,0.998
1145,1.994
1146,0.997
1147,0.998
1148,1.999
1149,1.997
1150,0.991
1151,0.997
1152,1.999
1153,0.995
1154,1.997
1155,0.993
1156,0.997
1157,1.999
1158,1.991
1159,1.995
1160,2.993
1161,2.023
1162,1.965
1163,1.995
1164,0.997
1165,0.997
1166,1.995
1167,1.996
1168,2.991
1169,1.069
1170,2.002
1171,1.99
1172,2.916
1173,2.071
1174,2.94
1175,1.971
1176,1.994
1177,1.996
1178,3.989
1179,2.072
1180,0.92
1181,0.997
1182,2.006
1183,1.987
1184,1.991
1185,1.995
1186,3.989
1187,2.071
1188,1.919
1189,0.997
1190,0.997
1191,1.995
1192,0.997
1193,0.997
1194,2.0
1195,0.992
1196,0.998
1197,1.995
1198,1.998
1199,2.993
1200,1.993
1201,1.991
1202,1.999
1203,1.009
1204,2.009
1205,0.968
1206,4.028
1207,3.989
1208,0.959
1209,1.994
1210,0.997
1211,0.998
1212,2.033
1213,0.959
1214,2.059
1215,0.933
1216,2.02
1217,4.042
1218,1.915
1219,1.023
1220,1.973
1221,6.06
1222,1.915
1223,3.069
1224,1.994
1225,0.948
1226,0.971
1227,2.019
1228,0.997
1229,1.995
1230,1.971
1231,3.018
1232,4.961
1233,2.99
1234,5.984
1235,9.998
1236,1.019
1237,1.95
1238,3.019
1239,1.967
1240,2.021
1241,2.99
1242,9.96
1243,6.97
1244,3.989
1245,3.99
1246,1.995
1247,3.021
1248,7.98
1249,7.948
1250,0.998
1251,3.019
1252,2.964
1253,0.998
1254,2.991
1255,2.996
1256,5.011
1257,2.966
1258,7.009
1259,3.963
1260,2.021
1261,1.994
1262,1.968
1263,3.988
1264,7.009
1265,7.951
1266,5.985
1267,1.027
1268,4.957
1269,0.996
1270,4.014
1271,12.952
1272,2.982
1273,3.989
1274,5.984
1275,1.994
1276,0.997
1277,1.995
1278,0.997
1279,0.998
1280,1.994
1281,0.998
1282,1.994
1283,1.995
1284,1.995
1285,2.992
1286,0.998
1287,2.029
1288,1.961
1289,0.998
1290,1.993
1291,2.992
1292,2.993
1293,0.998
1294,1.992
1295,0.998
1296,1.994
1297,1.026
1298,0.97
1299,6.981
1300,1.995
1301,2.0
1302,0.991
1303,3.989
1304,3.99
1305,2.008
1306,2.98
1307,1.993
1308,3.991
1309,1.995
1310,1.993
1311,2.006
1312,0.987
1313,3.988
1314,1.998
1315,1.992
1316,0.997
1317,0.997
1318,1.998
1319,0.999
1320,0.993
1321,1.995
1322,2.991
1323,3.992
1324,1.995
1325,1.993
1326,0.997
1327,0.996
1328,1.995
1329,1.001
1330,1.993
1331,2.993
1332,1.992
1333,2.002
1334,1.99
1335,0.994
1336,0.998
1337,0.997
1338,1.995
1339,3.99
1340,3.989
1341,4.986
1342,0.997
1343,1.995
1344,0.997
1345,1.995
1346,3.071
1347,4.909
1348,2.077
1349,0.915
1350,6.982
1351,7.008
1352,12.965
1353,2.046
1354,1.945
1355,0.968
1356,0.997
1357,2.074
1358,2.912
1359,3.994
1360,0.994
1361,1.994
1362,2.992
1363,2.049
1364,0.943
1365,1.006
1366,1.991
1367,2.987
1368,1.999
1369,2.997
1370,1.989
1371,0.994
1372,1.999
1373,0.993
1374,0.997
1375,0.998
1376,3.994
1377,2.99
1378,0.994
1379,0.998
1380,0.997
1381,1.999
1382,0.993
1383,0.997
1384,0.998
1385,0.997
1386,1.995
1387,1.001
1388,0.993
1389,0.998
1390,1.999
1391,1.99
1392,1.002
1393,0.993
1394,0.997
1395,0.997
1396,0.998
1397,0.997
1398,0.997
1399,0.998
1400,1.999
1401,0.992
1402,2.034
1403,0.986
1404,2.007
1405,0.985
1406,1.967
1407,0.998
1408,5.062
1409,4.987
1410,0.945
1411,1.971
1412,2.018
1413,2.047
1414,0.922
1415,2.018
1416,1.051
1417,0.92
1418,1.995
1419,0.997
1420,1.994
1421,0.998
1422,1.995
1423,2.018
1424,2.047
1425,1.923
1426,0.993
1427,2.018
1428,4.045
1429,0.918
1430,3.992
1431,3.072
1432,1.912
1433,1.027
1434,3.983
1435,4.965
1436,2.991
1437,0.997
1438,2.992
1439,2.991
1440,3.068
1441,2.992
1442,2.992
1443,8.976
1444,1.995
1445,3.914
1446,1.996
1447,1.993
1448,0.997
1449,0.997
1450,2.005
1451,1.004
1452,1.982
1453,1.995
1454,0.993
1455,1.994
1456,1.002
1457,1.995
1458,0.993
1459,0.997
1460,0.998
1461,0.997
1462,0.997
1463,1.995
1464,1.999
1465,1.995
1466,2.987
1467,1.996
1468,0.997
1469,2.07
1470,1.999
1471,0.936
1472,3.999
1473,2.991
1474,0.997
1475,0.969
1476,1.996
1477,0.997
1478,0.997
1479,2.019
1480,0.997
1481,0.974
1482,0.997
1483,2.996
1484,2.993
1485,1.99
1486,1.024
1487,0.971
1488,1.994
1489,1.079
1490,0.94
1491,0.973
1492,1.998
1493,2.992
1494,1.996
1495,0.993
1496,1.994
1497,0.998
1498,1.999
1499,0.993
1500,0.997
1501,0.997
1502,0.998
1503,1.994
1504,0.998
1505,0.997
1506,0.997
1507,1.999
1508,0.993
1509,0.998
1510,0.997
1511,0.998
1512,0.997
1513,0.997
1514,1.995
1515,0.997
1516,0.998
1517,0.997
1518,2.034
1519,0.958
1520,0.997
1521,0.997
1522,0.998
1523,0.997
1524,1.996
1525,0.996
1526,1.999
1527,1.995
1528,1.994
1529,0.993
1530,0.997
1531,1.996
1532,4.986
1533,0.998
1534,2.992
1535,1.994
1536,2.023
1537,1.967
1538,0.996
1539,2.046
1540,0.947
1541,0.997
1542,0.997
1543,1.999
1544,0.994
1545,1.999
1546,1.994
1547,1.995
1548,2.991
1549,2.988
1550,2.992
1551,1.997
1552,1.994
1553,1.993
1554,3.992
1555,1.993
1556,1.994
1557,1.994
1558,0.999
1559,1.994
1560,1.025
1561,3.963
1562,2.99
1563,3.02
1564,3.962
1565,1.999
1566,2.989
1567,0.998
1568,3.987
1569,2.992
1570,1.996
1571,1.994
1572,1.994
1573,1.025
1574,0.97
1575,0.997
1576,1.995
1577,3.021
1578,3.96
1579,2.022
1580,1.967
1581,0.998
1582,0.998
1583,1.994
1584,3.989
1585,2.024
1586,1.976
1587,1.984
1588,0.998
1589,2.023
1590,0.98
1591,2.01
1592,0.97
1593,1.995
1594,2.992
1595,4.018
1596,1.001
1597,1.964
1598,0.995
1599,1.008
1600,1.998
1601,0.984
1602,3.989
1603,2.023
1604,1.966
1605,1.026
1606,1.966
1607,0.998
1608,1.994
1609,2.993
1610,1.994
1611,0.998
1612,0.997
1613,1.995
1614,0.997
1615,0.997
1616,0.997
1617,0.998
1618,0.997
1619,0.997
1620,1.996
1621,3.989
1622,5.984
1623,1.997
1624,2.006
1625,3.976
1626,3.989
1627,7.98
1628,5.982
1629,4.988
1630,1.994
1631,3.989
1632,7.979
1633,3.989
1634,2.993
1635,1.994
1636,6.981
1637,7.979
1638,3.989
1639,3.992
1640,10.969
1641,1.993
1642,1.995
1643,1.995
1644,2.994
1645,2.99
1646,2.992
1647,1.994
1648,1.995
1649,1.995
1650,1.995
1651,3.989
1652,2.993
1653,1.994
1654,2.023
1655,0.969
1656,0.997
1657,0.998
1658,2.043
1659,2.943
1660,1.995
1661,2.027
1662,0.965
1663,0.997
1664,2.021
1665,2.005
1666,0.961
1667,0.997
1668,2.023
1669,1.991
1670,2.995
1671,2.976
1672,1.024
1673,1.956
1674,1.041
1675,0.96
1676,1.988
1677,1.024
1678,2.965
1679,2.021
1680,0.972
1681,2.03
1682,0.962
1683,0.998
1684,0.997
1685,2.02
1686,0.972
1687,1.997
1688,1.07
1689,0.922
1690,2.0
1691,0.992
1692,0.997
1693,0.998
1694,0.997
1695,0.997
1696,0.997
1697,2.0
1698,0.993
1699,0.997
1700,0.997
1701,9.002
1702,2.967
1703,4.016
1704,12.95
1705,8.965
1706,5.984
1707,1.994
1708,5.984
1709,1.025
1710,2.991
1711,2.992
1712,4.959
1713,2.026
1714,0.994
1715,0.971
1716,3.021
1717,2.964
1718,2.99
1719,2.003
1720,2.017
1721,0.967
1722,2.074
1723,2.913
1724,4.071
1725,3.931
1726,0.994
1727,2.972
1728,0.997
1729,2.07
1730,2.917
1731,0.997
1732,2.018
1733,1.971
1734,3.005
1735,0.985
1736,2.07
1737,1.996
1738,0.92
1739,2.072
1740,2.989
1741,1.996
1742,1.996
1743,1.997
1744,0.918
1745,2.071
1746,0.921
1747,0.997
1748,3.989
1749,1.999
1750,1.991
1751,1.001
1752,1.991
1753,0.998
1754,2.073
1755,0.919
1756,2.07
1757,0.922
1758,3.065
1759,2.995
1760,1.994
1761,1.995
1762,0.921
1763,0.998
1764,2.046
1765,0.945
1766,0.998
1767,2.996
1768,2.992
1769,0.993
1770,1.025
1771,1.972
1772,0.992
1773,1.995
1774,1.002
1775,0.993
1776,1.999
1777,0.993
1778,0.997
1779,1.999
1780,0.993
1781,0.997
1782,0.998
1783,0.997
1784,0.998
1785,2.011
1786,0.985
1787,0.997
1788,0.998
1789,0.992
1790,0.998
1791,0.997
1792,0.998
1793,2.005
1794,1.031
1795,0.957
1796,0.993
1797,0.997
1798,0.998
1799,0.997
1800,0.998
1801,0.997
1802,0.997
1803,0.998
1804,0.997
1805,0.997
1806,2.992
1807,0.997
1808,2.996
1809,1.996
1810,0.993
1811,2.012
1812,0.979
1813,0.998
1814,0.997
1815,0.997
1816,0.998
1817,0.998
1818,1.994
1819,0.997
1820,0.998
1821,0.997
1822,0.997
1823,0.997
1824,2.007
1825,0.986
1826,1.995
1827,1.999
1828,0.992
1829,1.995
1830,2.0
1831,1.993
1832,2.992
1833,1.991
1834,1.995
1835,0.996
1836,2.001
1837,0.996
1838,0.993
1839,0.997
1840,2.996
1841,2.989
1842,1.998
1843,1.991
1844,1.006
1845,1.986
1846,0.997
1847,2.069
1848,2.919
1849,5.065
1850,1.945
1851,0.968
1852,2.005
1853,1.062
1854,0.922
1855,0.997
1856,2.071
1857,2.966
1858,3.017
1859,1.996
1860,0.922
1861,1.993
1862,1.995
1863,2.016
1864,2.053
1865,2.989
1866,3.989
1867,0.921
1868,0.998
1869,2.071
1870,0.921
1871,0.997
1872,2.055
1873,0.937
1874,3.066
1875,1.995
1876,0.923
1877,1.072
1878,1.924
1879,1.991
1880,1.996
1881,1.994
1882,6.059
1883,1.996
1884,0.92
1885,1.999
1886,0.993
1887,0.997
1888,0.998
1889,1.999
1890,0.993
1891,1.999
1892,2.987
1893,1.999
1894,2.008
1895,1.981
1896,0.994
1897,0.997
1898,0.997
1899,2.0
1900,3.989
1901,1.995
1902,2.992
1903,0.993
1904,1.999
1905,0.992
1906,0.998
1907,1.999
1908,0.993
1909,3.99
1910,2.022
1911,2.047
1912,1.938
1913,0.974
1914,0.997
1915,0.997
1916,2.006
1917,1.011
1918,0.973
1919,1.994
1920,0.997
1921,2.019
1922,1.007
1923,0.964
1924,0.997
1925,1.996
1926,0.996
1927,2.0
1928,1.993
1929,0.994
1930,3.993
1931,0.993
1932,0.998
1933,1.999
1934,1.991
1935,3.02
1936,1.002
1937,0.964
1938,0.997
1939,1.997
1940,2.992
1941,0.995
1942,0.998
1943,1.995
1944,2.019
1945,1.998
1946,1.966
1947,2.992
1948,2.992
1949,3.028
1950,3.954
1951,2.036
1952,1.978
1953,2.966
1954,4.001
1955,2.981
1956,0.998
1957,3.989
1958,0.997
1959,1.995
1960,0.998
1961,2.992
1962,1.994
1963,2.991
1964,1.996
1965,2.002
1966,0.994
1967,0.993
1968,0.997
1969,0.997
1970,0.997
1971,2.992
1972,4.068
1973,1.995
1974,1.944
1975,0.97
1976,0.997
1977,0.998
1978,2.07
1979,0.922
1980,1.993
1981,3.99
1982,1.994
1983,2.013
1984,0.98
1985,0.998
1986,0.996
1987,2.07
1988,0.923
1989,2.991
1990,2.07
1991,0.98
1992,2.012
1993,0.923
1994,1.994
1995,1.073
1996,0.922
1997,0.997
1998,0.998
1999,0.997
2000,0.997
2001,2.0
2002,0.992
2003,0.998
2004,1.002
2005,1.99
2006,1.999
2007,1.99
2008,1.002
2009,0.993
2010,0.997
2011,0.998
2012,1.999
2013,0.992
2014,0.998
2015,1.999
2016,0.993
2017,0.998
2018,0.997
2019,0.997
2020,0.997
2021,0.998
2022,0.997
2023,0.997
2024,0.998
2025,1.002
2026,0.993
2027,0.997
2028,0.997
2029,0.998
2030,0.997
2031,0.997
2032,0.998
2033,1.995
2034,0.997
2035,0.997
2036,0.997
2037,0.998
2038,0.997
2039,0.997
2040,0.998
2041,0.997
2042,0.997
2043,1.002
2044,0.993
2045,1.994
2046,0.998
2047,0.997
2048,0.998
2049,0.997
2050,0.997
2051,0.998
2052,0.997
2053,0.997
2054,1.999
2055,0.994
2056,1.998
2057,2.992
2058,0.993
2059,0.998
2060,0.997
2061,0.997
2062,0.998
2063,0.997
2064,1.994
2065,0.998
2066,0.997
2067,0.998
2068,0.997
2069,0.997
2070,0.998
2071,1.013
2072,0.981
2073,0.997
2074,2.993
2075,1.995
2076,1.024
2077,0.981
2078,0.986
2079,0.997
2080,2.048
2081,1.967
2082,3.043
2083,1.994
2084,0.922
2085,0.997
2086,2.074
2087,1.916
2088,1.073
2089,0.921
2090,0.997
2091,0.998
2092,0.997
2093,0.998
2094,2.021
2095,1.967
2096,1.996
2097,1.995
2098,2.025
2099,0.968
2100,2.02
2101,0.971
2102,1.015
2103,0.979
2104,2.992
2105,4.015
2106,2.991
2107,2.046
2108,1.987
2109,2.002
2110,1.995
2111,1.994
2112,2.917
2113,1.995
2114,0.997
2115,2.068
2116,0.948
2117,2.046
2118,1.919
2119,1.025
2120,2.965
2121,3.015
2122,2.047
2123,0.922
2124,2.056
2125,0.936
2126,0.997
2127,0.997
2128,2.051
2129,3.012
2130,2.915
2131,0.997
2132,1.996
2133,2.074
2134,0.918
2135,0.997
2136,2.071
2137,1.918
2138,0.998
2139,3.068
