,Time
917,3.069
918,3.989
919,5.011
920,3.041
921,3.917
922,3.016
923,4.044
924,2.989
925,2.993
926,2.918
927,5.043
928,2.933
929,4.062
930,6.984
931,6.91
932,4.981
933,6.012
934,5.958
935,8.974
936,6.981
937,4.987
938,3.99
939,4.986
940,4.987
941,7.061
942,3.91
943,3.071
944,5.966
945,3.927
946,4.066
947,2.992
948,4.987
949,2.992
950,2.992
951,3.99
952,2.992
953,5.908
954,5.024
955,3.03
956,4.987
957,4.986
958,2.992
959,3.918
960,3.067
961,3.969
962,2.933
963,3.989
964,2.992
965,4.014
966,3.989
967,2.968
968,2.992
969,4.069
970,5.981
971,4.911
972,3.988
973,3.068
974,4.987
975,2.992
976,3.99
977,2.916
978,6.06
979,4.911
980,6.062
981,7.975
982,4.945
983,4.953
984,6.058
985,4.912
986,3.073
987,8.923
988,3.99
989,2.994
990,3.988
991,6.034
992,3.911
993,4.067
994,6.981
995,4.946
996,3.029
997,2.994
998,6.98
999,3.991
1000,3.993
1001,4.906
1002,4.987
1003,2.993
1004,3.068
1005,3.989
1006,3.913
1007,3.067
1008,2.916
1009,4.066
1010,2.916
1011,4.066
1012,3.986
1013,2.995
1014,2.995
1015,3.986
1016,2.994
1017,4.909
1018,3.989
1019,7.058
1020,4.986
1021,2.992
1022,3.991
1023,7.928
1024,4.959
1025,6.062
1026,8.979
1027,3.986
1028,8.975
1029,4.987
1030,5.909
1031,7.009
1032,3.04
1033,3.989
1034,4.986
1035,4.94
1036,4.036
1037,4.943
1038,6.95
1039,3.065
1040,3.991
1041,4.987
1042,5.933
1043,3.044
1044,3.993
1045,5.979
1046,2.993
1047,4.064
1048,4.988
1049,3.99
1050,2.991
1051,2.996
1052,3.909
1053,3.069
1054,3.913
1055,4.065
1056,5.984
1057,3.914
1058,3.068
1059,3.993
1060,2.992
1061,8.935
1062,2.954
1063,4.064
1064,3.99
1065,7.979
1066,5.981
1067,5.913
1068,4.067
1069,5.904
1070,5.063
1071,6.905
1072,2.992
1073,3.989
1074,6.982
1075,4.986
1076,2.997
1077,3.985
1078,7.02
1079,4.028
1080,2.992
1081,6.946
1082,4.022
1083,4.986
1084,3.991
1085,6.924
1086,3.049
1087,2.992
1088,7.937
1089,4.03
1090,2.991
1091,3.99
1092,4.987
1093,3.989
1094,3.946
1095,3.035
1096,3.915
1097,3.067
1098,3.915
1099,4.062
1100,2.995
1101,3.913
1102,3.989
1103,5.984
1104,3.019
1105,3.963
1106,3.0
1107,4.979
1108,4.064
1109,6.982
1110,4.911
1111,5.984
1112,3.99
1113,3.017
1114,5.037
1115,7.903
1116,5.984
1117,3.071
1118,4.983
1119,4.912
1120,5.065
1121,3.987
1122,5.983
1123,3.914
1124,4.065
1125,4.985
1126,4.911
1127,4.066
1128,4.99
1129,5.98
1130,4.987
1131,2.992
1132,4.986
1133,4.911
1134,4.067
1135,2.992
1136,3.984
1137,2.996
1138,2.993
1139,3.99
1140,3.987
1141,5.985
1142,2.916
1143,4.068
1144,1.995
1145,3.911
1146,3.067
1147,3.99
1148,2.993
1149,2.915
1150,4.064
1151,1.996
1152,2.992
1153,3.913
1154,2.993
1155,3.017
1156,3.964
1157,5.062
1158,4.924
1159,3.977
1160,3.068
1161,3.949
1162,2.955
1163,3.991
1164,5.014
1165,5.983
1166,4.042
1167,2.992
1168,7.923
1169,3.964
1170,3.992
1171,7.059
1172,3.989
1173,3.99
1174,2.988
1175,6.98
1176,3.914
1177,3.99
1178,6.061
1179,5.983
1180,2.992
1181,2.991
1182,7.98
1183,3.988
1184,2.997
1185,4.983
1186,3.937
1187,3.966
1188,3.067
1189,1.927
1190,4.057
1191,2.992
1192,3.99
1193,2.995
1194,3.911
1195,4.986
1196,5.984
1197,3.071
1198,4.987
1199,6.902
1200,3.069
1201,3.938
1202,7.98
1203,4.038
1204,3.993
1205,5.983
1206,7.902
1207,6.98
1208,5.062
1209,3.991
1210,3.988
1211,3.913
1212,5.985
1213,3.988
1214,4.988
1215,4.993
1216,5.056
1217,2.992
1218,5.983
1219,3.99
1220,3.989
1221,2.992
1222,6.982
1223,3.989
1224,4.069
1225,3.996
1226,5.974
1227,2.996
1228,2.988
1229,4.99
1230,4.983
1231,2.996
1232,3.985
1233,3.989
1234,2.996
1235,3.935
1236,3.044
1237,3.936
1238,3.044
1239,3.913
1240,5.064
1241,2.99
1242,2.993
1243,2.917
1244,4.066
1245,2.939
1246,4.041
1247,2.917
1248,3.067
1249,3.914
1250,6.981
1251,5.06
1252,5.936
1253,3.043
1254,2.999
1255,6.973
1256,3.916
1257,3.991
1258,4.066
1259,3.946
1260,3.031
1261,2.993
1262,3.069
1263,4.91
1264,4.986
1265,3.991
1266,7.059
1267,8.987
1268,3.938
1269,6.025
1270,3.909
1271,4.07
1272,3.989
1273,6.978
1274,4.91
1275,5.063
1276,5.982
1277,3.915
1278,3.068
1279,4.96
1280,5.014
1281,4.986
1282,3.989
1283,3.941
1284,3.04
1285,4.912
1286,29.947
1287,3.98
1288,5.967
1289,7.008
1290,3.989
1291,5.985
1292,7.951
1293,4.987
1294,5.065
1295,5.914
1296,3.981
1297,4.068
1298,6.981
1299,3.986
1300,3.914
1301,8.058
1302,2.941
1303,3.039
1304,3.987
1305,5.99
1306,3.987
1307,3.936
1308,5.042
1309,5.981
1310,3.989
1311,3.991
1312,5.982
1313,6.907
1314,2.99
1315,6.061
1316,4.986
1317,3.987
1318,2.994
1319,3.914
1320,4.065
1321,2.992
1322,2.916
1323,3.99
1324,3.067
1325,3.99
1326,3.914
1327,2.071
1328,2.991
1329,1.919
1330,3.989
1331,2.994
1332,3.987
1333,4.988
1334,4.996
1335,6.055
1336,3.922
1337,6.049
1338,3.91
1339,7.98
1340,5.983
1341,4.069
1342,1.998
1343,2.989
1344,5.904
1345,5.063
1346,2.991
1347,5.91
1348,5.063
1349,4.934
1350,3.047
1351,5.98
1352,4.991
1353,2.988
1354,4.91
1355,5.061
1356,3.991
1357,3.986
1358,2.996
1359,6.981
1360,3.989
1361,2.992
1362,4.91
1363,5.064
1364,2.995
1365,1.988
1366,3.996
1367,4.983
1368,2.995
1369,3.986
1370,2.997
1371,3.909
1372,2.992
1373,4.069
1374,3.91
1375,2.992
1376,3.994
1377,4.039
1378,3.016
1379,4.984
1380,6.906
1381,4.066
1382,5.931
1383,5.961
1384,7.977
1385,6.064
1386,5.932
1387,4.041
1388,3.938
1389,8.976
1390,4.034
1391,5.912
1392,5.015
1393,5.034
1394,2.916
1395,6.059
1396,4.991
1397,3.985
1398,3.99
1399,4.915
1400,2.988
1401,4.041
1402,3.016
1403,3.992
1404,3.987
1405,2.992
1406,3.988
1407,2.992
1408,6.907
1409,4.065
1410,3.956
1411,5.02
1412,3.988
1413,2.993
1414,3.989
1415,3.992
1416,2.914
1417,3.989
1418,5.067
1419,6.978
1420,3.992
1421,3.986
1422,2.992
1423,5.907
1424,6.984
1425,8.975
1426,4.986
1427,3.071
1428,3.91
1429,7.058
1430,5.908
1431,4.065
1432,10.894
1433,2.992
1434,4.999
1435,6.052
1436,3.91
1437,5.066
1438,6.981
1439,2.952
1440,4.032
1441,2.986
1442,6.98
1443,1.994
1444,3.991
1445,5.066
1446,5.952
1447,4.015
1448,2.994
1449,5.921
1450,4.974
1451,5.062
1452,6.982
1453,3.992
1454,2.989
1455,5.984
1456,2.992
1457,3.914
1458,2.992
1459,5.066
1460,5.931
1461,3.97
1462,3.061
1463,3.914
1464,3.068
1465,3.997
1466,2.908
1467,3.989
1468,7.061
1469,3.91
1470,4.069
1471,2.988
1472,6.906
1473,5.066
1474,2.939
1475,6.033
1476,6.906
1477,4.02
1478,3.037
1479,7.903
1480,4.068
1481,3.915
1482,7.055
1483,4.908
1484,3.068
1485,3.913
1486,6.982
1487,4.062
1488,6.909
1489,5.063
1490,3.988
1491,3.989
1492,6.91
1493,4.061
1494,3.989
1495,4.911
1496,5.063
1497,2.991
1498,3.99
1499,3.99
1500,5.986
1501,3.987
1502,2.916
1503,4.018
1504,3.04
1505,3.99
1506,3.068
1507,2.992
1508,4.987
1509,5.984
1510,3.913
1511,3.067
1512,3.915
1513,4.986
1514,4.065
1515,3.991
1516,5.906
1517,4.988
1518,5.994
1519,4.976
1520,3.989
1521,4.017
1522,10.944
1523,3.988
1524,3.989
1525,5.986
1526,3.988
1527,3.989
1528,4.987
1529,5.988
1530,3.989
1531,6.058
1532,4.908
1533,3.99
1534,5.056
1535,6.992
1536,4.986
1537,3.953
1538,7.014
1539,2.917
1540,4.068
1541,3.951
1542,3.027
1543,3.947
1544,3.035
1545,2.993
1546,3.988
1547,4.986
1548,6.982
1549,5.922
1550,4.055
1551,4.907
1552,3.068
1553,3.989
1554,4.911
1555,3.988
1556,5.985
1557,6.981
1558,3.99
1559,5.027
1560,5.945
1561,4.989
1562,3.985
1563,5.985
1564,5.984
1565,3.067
1566,3.993
1567,5.981
1568,4.911
1569,3.015
1570,4.042
1571,6.981
1572,2.993
1573,3.912
1574,3.068
1575,6.981
1576,1.997
1577,3.912
1578,3.071
1579,5.981
1580,1.994
1581,2.992
1582,3.971
1583,3.01
1584,3.99
1585,4.986
1586,2.917
1587,3.068
1588,1.994
1589,2.917
1590,3.032
1591,3.028
1592,1.994
1593,2.921
1594,3.988
1595,2.989
1596,3.072
1597,2.991
1598,5.929
1599,5.042
1600,3.91
1601,3.067
1602,3.991
1603,3.992
1604,2.915
1605,2.989
1606,2.074
1607,3.909
1608,4.987
1609,3.99
1610,2.074
1611,3.99
1612,2.912
1613,5.063
1614,3.913
1615,3.99
1616,1.994
1617,7.061
1618,3.939
1619,4.04
1620,1.991
1621,5.983
1622,3.994
1623,2.995
1624,1.988
1625,3.913
1626,5.063
1627,3.989
1628,2.996
1629,3.909
1630,5.015
1631,2.991
1632,2.965
1633,1.994
1634,2.023
1635,6.035
1636,2.919
1637,2.069
1638,2.942
1639,2.044
1640,4.907
1641,7.058
1642,2.94
1643,5.96
1644,6.06
1645,2.992
1646,2.992
1647,4.989
1648,5.906
1649,4.065
1650,5.984
1651,3.913
1652,2.992
1653,2.071
1654,3.99
1655,6.978
1656,4.989
1657,2.916
1658,2.071
1659,2.915
1660,3.012
1661,3.986
1662,2.975
1663,5.066
1664,8.977
1665,4.937
1666,3.96
1667,4.987
1668,3.071
1669,2.913
1670,4.065
1671,3.989
1672,4.912
1673,3.067
1674,3.989
1675,6.905
1676,2.994
1677,3.068
1678,2.993
1679,2.986
1680,2.941
1681,2.048
1682,2.992
1683,1.994
1684,2.991
1685,1.995
1686,6.909
1687,4.063
1688,2.991
1689,1.996
1690,8.939
1691,4.025
1692,3.99
1693,4.912
1694,3.989
1695,3.068
1696,1.919
1697,2.999
1698,4.058
1699,4.987
1700,2.991
1701,2.917
1702,3.072
1703,2.991
1704,2.913
1705,2.992
1706,1.994
1707,3.07
1708,3.988
1709,5.936
1710,3.04
1711,3.989
1712,1.995
1713,3.987
1714,2.918
1715,3.99
1716,1.995
1717,3.067
1718,3.99
1719,2.996
1720,3.986
1721,2.992
1722,2.921
1723,6.975
1724,2.993
1725,2.992
1726,2.074
1727,5.984
1728,5.95
1729,2.025
1730,1.995
1731,1.998
1732,3.986
1733,3.917
1734,3.987
1735,4.067
1736,6.937
1737,4.029
1738,3.99
1739,1.996
1740,5.983
1741,3.913
1742,3.989
1743,2.071
1744,4.946
1745,4.03
1746,2.994
1747,2.995
1748,3.908
1749,7.056
1750,3.915
1751,3.067
1752,5.983
1753,2.992
1754,1.996
1755,3.99
1756,3.99
1757,1.919
1758,4.065
1759,2.945
1760,3.96
1761,5.984
1762,2.071
1763,1.942
1764,3.966
1765,3.068
1766,3.913
1767,2.071
1768,2.916
1769,3.009
1770,3.972
1771,4.988
1772,3.989
1773,1.993
1774,2.992
1775,2.992
1776,3.995
1777,6.058
1778,3.99
1779,1.998
1780,4.903
1781,4.069
1782,3.91
1783,3.068
1784,1.994
1785,3.914
1786,6.055
1787,2.997
1788,2.994
1789,6.979
1790,3.914
1791,4.986
1792,2.071
1793,5.984
1794,5.934
1795,2.046
1796,3.936
1797,5.96
1798,3.989
1799,3.072
1800,1.989
1801,4.988
1802,4.926
1803,2.056
1804,3.913
1805,4.013
1806,4.039
1807,3.939
1808,2.051
1809,2.989
1810,3.99
1811,1.993
1812,3.914
1813,11.996
1814,5.013
1815,3.017
1816,3.989
1817,2.914
1818,3.068
1819,7.934
1820,5.038
1821,3.906
1822,1.995
1823,4.067
1824,3.946
1825,5.949
1826,4.072
1827,2.989
1828,2.992
1829,4.983
1830,4.91
1831,2.079
1832,4.98
1833,2.915
1834,4.065
1835,3.941
1836,3.045
1837,3.985
1838,6.905
1839,3.99
1840,4.065
1841,2.992
1842,4.068
1843,3.987
1844,3.993
1845,1.988
1846,5.946
1847,2.957
1848,4.066
1849,3.989
1850,1.999
1851,5.979
1852,4.911
1853,2.993
1854,5.983
1855,3.07
1856,4.987
1857,3.986
1858,4.988
1859,2.991
1860,2.917
1861,4.066
1862,2.915
1863,2.071
1864,2.916
1865,2.993
1866,4.064
1867,3.94
1868,2.968
1869,6.979
1870,6.981
1871,4.987
1872,2.994
1873,4.001
1874,5.989
1875,6.049
1876,2.988
1877,2.988
1878,1.998
1879,6.981
1880,3.911
1881,4.068
1882,2.992
1883,3.986
1884,2.917
1885,1.994
1886,2.995
1887,2.994
1888,4.985
1889,4.066
1890,2.912
1891,4.07
1892,4.986
1893,5.933
1894,3.042
1895,2.987
1896,5.989
1897,4.94
1898,3.957
1899,3.072
1900,6.977
1901,5.983
1902,2.993
1903,1.995
1904,8.948
1905,3.02
1906,2.991
1907,6.931
1908,2.03
1909,4.002
1910,3.993
1911,5.986
1912,2.99
1913,2.916
1914,3.988
1915,3.069
1916,2.992
1917,2.916
1918,2.07
1919,2.993
1920,2.992
1921,4.934
1922,5.963
1923,5.984
1924,6.058
1925,5.931
1926,3.99
1927,2.967
1928,6.981
1929,2.993
1930,2.992
1931,6.063
1932,5.985
1933,2.912
1934,3.068
1935,4.923
1936,5.003
1937,4.04
1938,3.911
1939,7.056
1940,2.993
1941,2.993
1942,2.991
1943,3.988
1944,5.909
1945,1.995
1946,2.992
1947,9.052
1948,4.971
1949,3.007
1950,4.988
1951,4.986
1952,2.99
1953,7.936
1954,4.035
1955,1.993
1956,2.992
1957,1.995
1958,3.991
1959,3.988
1960,4.984
1961,2.995
1962,1.994
1963,3.99
1964,1.996
1965,3.937
1966,1.97
1967,2.075
1968,2.988
1969,2.992
1970,3.989
1971,2.917
1972,3.066
1973,3.99
1974,7.906
1975,3.986
1976,4.987
1977,5.062
1978,4.912
1979,4.068
1980,4.907
1981,4.987
1982,4.07
1983,2.987
1984,2.917
1985,5.062
1986,4.986
1987,1.999
1988,3.986
1989,5.907
1990,3.99
1991,3.068
1992,2.992
1993,3.992
1994,4.985
1995,2.959
1996,3.945
1997,2.992
1998,4.988
1999,3.066
2000,3.989
2001,2.994
2002,3.986
2003,3.949
2004,3.965
2005,3.059
2006,4.986
2007,2.939
2008,3.044
2009,3.99
2010,1.994
2011,2.993
2012,3.915
2013,4.064
2014,2.995
2015,3.934
2016,2.969
2017,2.992
2018,2.995
2019,4.066
2020,3.987
2021,1.993
2022,3.913
2023,2.073
2024,2.915
2025,2.07
2026,1.995
2027,2.94
2028,3.967
2029,3.004
2030,3.008
2031,3.974
2032,3.002
2033,3.071
2034,1.99
2035,3.914
2036,1.996
2037,3.067
2038,6.959
2039,3.936
2040,4.067
2041,7.979
2042,2.944
2043,3.042
2044,2.988
2045,6.984
2046,4.932
2047,4.963
2048,4.068
2049,5.905
2050,4.065
2051,2.996
2052,4.983
2053,3.989
2054,3.914
2055,3.068
2056,7.979
2057,2.992
2058,1.994
2059,1.995
2060,2.992
2061,5.983
2062,4.911
2063,3.016
2064,7.033
2065,2.992
2066,1.92
2067,3.989
2068,3.069
2069,3.987
2070,2.917
2071,3.989
2072,1.996
2073,5.983
2074,5.984
2075,3.072
2076,3.91
2077,3.071
2078,6.939
2079,2.956
2080,2.991
2081,6.06
2082,5.932
2083,3.044
2084,3.989
2085,2.916
2086,3.069
2087,4.91
2088,3.002
2089,6.053
2090,3.986
2091,3.989
2092,2.917
2093,2.996
2094,5.0
2095,3.999
2096,2.047
2097,2.911
2098,4.988
2099,6.06
2100,1.995
2101,3.069
2102,2.991
2103,5.962
2104,4.011
2105,2.916
2106,4.015
2107,7.011
2108,2.014
2109,2.993
2110,2.992
2111,3.989
2112,2.993
2113,2.992
2114,1.994
2115,3.913
2116,3.015
2117,2.97
2118,3.068
2119,1.919
2120,2.991
2121,2.992
2122,2.022
2123,3.962
2124,5.012
2125,4.04
2126,1.919
2127,3.991
2128,3.988
2129,3.072
2130,3.91
2131,4.069
2132,6.901
2133,5.063
2134,5.908
2135,4.065
2136,2.916
2137,5.06
2138,5.99
2139,4.907
2140,2.993
